21.05.2020 13:53:48.995 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface ru.iac.ASGIHDTORIS.spring.repo.StatusesRepo. If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
21.05.2020 13:53:48.996 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 433ms. Found 0 JDBC repository interfaces.
21.05.2020 13:53:49.056 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
21.05.2020 13:53:49.061 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
21.05.2020 13:53:49.432 [restartedMain] INFO   o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 354ms. Found 15 JPA repository interfaces.
21.05.2020 13:53:51.307 [restartedMain] INFO   o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
21.05.2020 13:53:54.910 [restartedMain] INFO   o.s.b.w.e.t.TomcatWebServer - Tomcat initialized with port(s): 8082 (http)
21.05.2020 13:53:54.930 [restartedMain] INFO   o.a.c.h.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8082"]
21.05.2020 13:53:54.932 [restartedMain] INFO   o.a.c.c.StandardService - Starting service [Tomcat]
21.05.2020 13:53:54.932 [restartedMain] INFO   o.a.c.c.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.30]
21.05.2020 13:53:55.085 [restartedMain] INFO   o.a.c.c.C.[.[.[/] - Initializing Spring embedded WebApplicationContext
21.05.2020 13:53:55.087 [restartedMain] INFO   o.s.w.c.ContextLoader - Root WebApplicationContext: initialization completed in 10690 ms
21.05.2020 13:53:55.777 [restartedMain] INFO   o.f.c.i.l.VersionPrinter - Flyway Community Edition 6.2.4 by Redgate
21.05.2020 13:53:55.798 [restartedMain] INFO   c.z.h.HikariDataSource - HikariPool-1 - Starting...
21.05.2020 13:53:56.669 [restartedMain] INFO   c.z.h.HikariDataSource - HikariPool-1 - Start completed.
21.05.2020 13:53:56.739 [restartedMain] INFO   o.f.c.i.d.DatabaseFactory - Database: jdbc:postgresql://localhost:5432/iac5 (PostgreSQL 11.6)
21.05.2020 13:53:56.892 [restartedMain] INFO   o.f.c.i.c.DbValidate - Successfully validated 5 migrations (execution time 00:00.084s)
21.05.2020 13:53:56.955 [restartedMain] INFO   o.f.c.i.c.DbMigrate - Current version of schema "public": 5
21.05.2020 13:53:56.959 [restartedMain] INFO   o.f.c.i.c.DbMigrate - Schema "public" is up to date. No migration necessary.
21.05.2020 13:53:57.915 [restartedMain] INFO   o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
21.05.2020 13:53:58.106 [restartedMain] INFO   o.hibernate.Version - HHH000412: Hibernate Core {5.4.10.Final}
21.05.2020 13:53:58.548 [restartedMain] INFO   o.h.a.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
21.05.2020 13:53:58.830 [restartedMain] INFO   o.h.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
21.05.2020 13:54:01.888 [restartedMain] INFO   o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
21.05.2020 13:54:01.906 [restartedMain] INFO   o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
21.05.2020 13:54:02.078 [restartedMain] INFO   o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
21.05.2020 13:54:08.837 [restartedMain] INFO   o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
21.05.2020 13:54:09.062 [restartedMain] INFO   o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
21.05.2020 13:54:10.879 [restartedMain] INFO   o.a.c.h.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8082"]
21.05.2020 13:54:10.954 [restartedMain] INFO   o.s.b.w.e.t.TomcatWebServer - Tomcat started on port(s): 8082 (http) with context path ''
21.05.2020 13:54:10.979 [restartedMain] INFO   r.i.A.AsGihdTorisApplication - Started AsGihdTorisApplication in 28.433 seconds (JVM running for 31.005)
21.05.2020 13:55:37.863 [http-nio-8082-exec-1] INFO   o.a.c.c.C.[.[.[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
21.05.2020 13:55:37.866 [http-nio-8082-exec-1] INFO   o.s.w.s.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
21.05.2020 13:55:37.909 [http-nio-8082-exec-1] INFO   o.s.w.s.DispatcherServlet - Completed initialization in 43 ms
21.05.2020 13:55:37.936 [http-nio-8082-exec-1] WARN   o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' not supported]
21.05.2020 13:56:56.251 [http-nio-8082-exec-5] ERROR  o.a.c.c.C.[.[.[.[dispatcherServlet] - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework.web.multipart.MultipartException: Current request is not a multipart request] with root cause
org.springframework.web.multipart.MultipartException: Current request is not a multipart request
	at org.springframework.web.method.annotation.RequestParamMethodArgumentResolver.handleMissingValue(RequestParamMethodArgumentResolver.java:196)
	at org.springframework.web.method.annotation.AbstractNamedValueMethodArgumentResolver.resolveArgument(AbstractNamedValueMethodArgumentResolver.java:114)
	at org.springframework.web.method.support.HandlerMethodArgumentResolverComposite.resolveArgument(HandlerMethodArgumentResolverComposite.java:121)
	at org.springframework.web.method.support.InvocableHandlerMethod.getMethodArgumentValues(InvocableHandlerMethod.java:167)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:134)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:106)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:888)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:793)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1040)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:660)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:367)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:860)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1598)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:830)
21.05.2020 16:49:30.776 [http-nio-8082-exec-2] INFO   r.i.A.a.c.SourceControllerAspect - before execution(Page ru.iac.ASGIHDTORIS.spring.controller.SourceController.getAllArchive(Pageable)), args=[Page request [number: 0, size 10, sort: id: ASC]]
21.05.2020 16:49:31.095 [http-nio-8082-exec-3] INFO   r.i.A.a.c.SourceControllerAspect - before execution(Page ru.iac.ASGIHDTORIS.spring.controller.SourceController.getAll(Pageable)), args=[Page request [number: 0, size 10, sort: id: ASC]]
21.05.2020 16:49:31.393 [http-nio-8082-exec-2] INFO   r.i.A.a.c.SourceControllerAspect - afterReturning execution(Page ru.iac.ASGIHDTORIS.spring.controller.SourceController.getAllArchive(Pageable)),
return=[
   pageCount=0,
   totalElements=0,
   pageNumber=0,
   pageSize=10,
   sort=id: ASC,
   values=[
       
       ]
]
21.05.2020 16:49:31.401 [http-nio-8082-exec-3] INFO   r.i.A.a.c.SourceControllerAspect - afterReturning execution(Page ru.iac.ASGIHDTORIS.spring.controller.SourceController.getAll(Pageable)),
return=[
   pageCount=1,
   totalElements=8,
   pageNumber=0,
   pageSize=10,
   sort=id: ASC,
   values=[
       Source(id=1, name=й, longName=й, shortName=й, description=й, addDescription=й, scope=й, periodicity=й, renewalPeriod=й, type=й, tags=й, providerLink=й, dataSource=й, dateCreation=2020-04-28T15:09:16.663805, dateDeactivation=2020-05-14T14:44:00.997989, dateActivation=2020-05-14T14:45:11.969014, lastUpdate=2020-04-28T15:09:16.663950, isArchive=false)
       Source(id=20, name=йц, longName=ц, shortName=ц, description=ц, addDescription=ц, scope=ц, periodicity=ц, renewalPeriod=ц, type=ц, tags=ц, providerLink=ц, dataSource=ц, dateCreation=2020-04-28T15:09:22.172535, dateDeactivation=2020-05-03T13:37:43.841313, dateActivation=2020-05-03T13:37:50.647980, lastUpdate=2020-04-28T15:09:22.172581, isArchive=false)
       Source(id=39, name=йцу, longName=у, shortName=у, description=у, addDescription=у, scope=у, periodicity=у, renewalPeriod=у, type=у, tags=у, providerLink=у, dataSource=цу, dateCreation=2020-04-28T15:09:27.738208, dateDeactivation=2020-05-03T13:37:44.763099, dateActivation=2020-05-03T13:37:50.894463, lastUpdate=2020-04-28T15:09:27.738254, isArchive=false)
       Source(id=58, name=йцуы, longName=ыы, shortName=ы, description=у, addDescription=ы, scope=ы, periodicity=ы, renewalPeriod=ы, type=ы, tags=ы, providerLink=ыы, dataSource=цу, dateCreation=2020-04-28T15:09:38.362149, dateDeactivation=2020-05-03T13:37:45.407453, dateActivation=2020-05-03T13:37:51.182425, lastUpdate=2020-04-28T15:09:38.362194, isArchive=false)
       Source(id=77, name=йцуыфф, longName=ф, shortName=ф, description=ф, addDescription=ф, scope=ы, periodicity=ф, renewalPeriod=ф, type=ф, tags=ф, providerLink=ф, dataSource=ф, dateCreation=2020-04-28T15:09:41.975089, dateDeactivation=2020-05-03T13:37:46.013442, dateActivation=2020-05-03T13:37:51.453728, lastUpdate=2020-04-28T15:09:41.975138, isArchive=false)
       Source(id=96, name=йцуыффчч, longName=ч, shortName=ч, description=ч, addDescription=ч, scope=ч, periodicity=ч, renewalPeriod=ф, type=чччч, tags=ч, providerLink=ч, dataSource=ч, dateCreation=2020-04-28T15:09:46.739336, dateDeactivation=2020-05-03T13:37:46.625201, dateActivation=2020-05-03T13:37:51.819391, lastUpdate=2020-04-28T15:09:46.739379, isArchive=false)
       Source(id=115, name=сйцуыффчч, longName=с, shortName=с, description=с, addDescription=с, scope=с, periodicity=сссс, renewalPeriod=с, type=с, tags=с, providerLink=с, dataSource=с, dateCreation=2020-04-28T15:09:52.043308, dateDeactivation=2020-05-03T13:37:47.209353, dateActivation=2020-05-03T13:37:52.269983, lastUpdate=2020-04-28T15:09:52.043355, isArchive=false)
       Source(id=862, name=фывыыс, longName=ы, shortName=ывы, description=с, addDescription=ыыв, scope=ыв, periodicity=ы, renewalPeriod=вы, type=выв, tags=ы, providerLink=вы, dataSource=в, dateCreation=2020-05-14T14:39:14.164320, dateDeactivation=null, dateActivation=2020-05-14T14:39:14.164352, lastUpdate=2020-05-14T14:39:14.164365, isArchive=false)
       ]
]
21.05.2020 16:49:39.298 [http-nio-8082-exec-5] INFO   r.i.A.a.c.PatternTableControllerAspect - before execution(Page ru.iac.ASGIHDTORIS.spring.controller.PatternTableController.getAllBySourceId(Pageable,Long)), args=[Page request [number: 0, size 10, sort: id: ASC],1]
21.05.2020 16:49:39.310 [http-nio-8082-exec-6] INFO   r.i.A.a.c.SourceControllerAspect - before execution(Source ru.iac.ASGIHDTORIS.spring.controller.SourceController.getById(Long)), args=[1]
21.05.2020 16:49:39.321 [http-nio-8082-exec-4] INFO   r.i.A.a.c.PatternControllerAspect - before execution(Page ru.iac.ASGIHDTORIS.spring.controller.PatternController.getAllPatternBySourceId(Long,Pageable)), args=[1,Page request [number: 0, size 10, sort: id: ASC]]
21.05.2020 16:49:39.365 [http-nio-8082-exec-5] INFO   r.i.A.a.c.PatternTableControllerAspect - afterReturning execution(Page ru.iac.ASGIHDTORIS.spring.controller.PatternTableController.getAllBySourceId(Pageable,Long)),
return=[
   pageCount=1,
   totalElements=3,
   pageNumber=0,
   pageSize=10,
   sort=id: ASC,
   values=[
       PatternTable(id=147, nameTable=lurwowcxganuwkr, nameFile=q.csv, patternId=134, sourceId=1, isArchive=true, dateCreation=2020-04-28T16:33:51.785204, dateDeactivation=2020-05-14T14:44:01.024601, dateActivation=2020-05-03T13:49:25.603089, lastUpdate=2020-04-28T16:33:51.785236, dateKill=null, version=1, isActive=true, oldName=null)
       PatternTable(id=596, nameTable=kjiwzhfrwvresyj, nameFile=q.csv, patternId=158, sourceId=1, isArchive=true, dateCreation=2020-05-01T16:11:45.944116, dateDeactivation=2020-05-14T14:44:01.024588, dateActivation=2020-05-03T13:49:50.129065, lastUpdate=2020-05-01T16:11:45.944131, dateKill=null, version=1, isActive=true, oldName=null)
       PatternTable(id=955, nameTable=qcuecdxirrjbkhr, nameFile=q.csv, patternId=134, sourceId=1, isArchive=false, dateCreation=2020-05-14T14:51:50.437597, dateDeactivation=null, dateActivation=2020-05-14T14:51:50.437548, lastUpdate=2020-05-14T14:51:50.437608, dateKill=null, version=2, isActive=true, oldName=null)
       ]
]
21.05.2020 16:49:39.383 [http-nio-8082-exec-4] INFO   r.i.A.a.c.PatternControllerAspect - afterReturning execution(Page ru.iac.ASGIHDTORIS.spring.controller.PatternController.getAllPatternBySourceId(Long,Pageable)),
return=[
   pageCount=1,
   totalElements=9,
   pageNumber=0,
   pageSize=10,
   sort=id: ASC,
   values=[
       Pattern(id=134, fileCount=0, archiveFileCount=2, name=й, description=й, direction=й, management=й, isArchive=false, dateCreation=2020-04-28T16:01:22.128967, dateDeactivation=2020-05-03T13:37:42.145413, dateActivation=2020-05-03T13:39:05.119157, lastUpdate=2020-04-28T16:01:22.129015, sourceId=1)
       Pattern(id=158, fileCount=0, archiveFileCount=1, name=q, description=q, direction=qq, management=q, isArchive=true, dateCreation=2020-04-28T17:32:22.853059, dateDeactivation=2020-05-14T14:44:01.026635, dateActivation=2020-05-03T13:39:08.964166, lastUpdate=2020-04-28T17:32:22.853144, sourceId=1)
       Pattern(id=163, fileCount=0, archiveFileCount=0, name=q, description=q, direction=qq, management=q, isArchive=true, dateCreation=2020-04-28T17:32:23.008794, dateDeactivation=2020-05-14T14:44:01.026528, dateActivation=2020-05-03T13:39:09.642352, lastUpdate=2020-04-28T17:32:23.008836, sourceId=1)
       Pattern(id=184, fileCount=0, archiveFileCount=0, name=q, description=q, direction=qq, management=q, isArchive=true, dateCreation=2020-04-28T17:32:23.181581, dateDeactivation=2020-05-14T14:44:01.026568, dateActivation=2020-05-03T13:39:10.209092, lastUpdate=2020-04-28T17:32:23.181627, sourceId=1)
       Pattern(id=197, fileCount=0, archiveFileCount=0, name=q, description=q, direction=qq, management=q, isArchive=true, dateCreation=2020-04-28T17:32:23.346435, dateDeactivation=2020-05-14T14:44:01.026583, dateActivation=2020-05-03T13:39:10.631050, lastUpdate=2020-04-28T17:32:23.346477, sourceId=1)
       Pattern(id=210, fileCount=0, archiveFileCount=0, name=q, description=q, direction=qq, management=q, isArchive=true, dateCreation=2020-04-28T17:32:23.501544, dateDeactivation=2020-05-14T14:44:01.026595, dateActivation=2020-05-03T13:39:10.933925, lastUpdate=2020-04-28T17:32:23.501579, sourceId=1)
       Pattern(id=223, fileCount=0, archiveFileCount=0, name=q, description=q, direction=qq, management=q, isArchive=true, dateCreation=2020-04-28T17:32:23.659283, dateDeactivation=2020-05-14T14:44:01.026606, dateActivation=2020-05-03T13:39:11.234875, lastUpdate=2020-04-28T17:32:23.659335, sourceId=1)
       Pattern(id=236, fileCount=0, archiveFileCount=0, name=q, description=q, direction=qq, management=q, isArchive=true, dateCreation=2020-04-28T17:32:23.802077, dateDeactivation=2020-05-14T14:44:01.026616, dateActivation=2020-05-03T13:39:11.514511, lastUpdate=2020-04-28T17:32:23.802126, sourceId=1)
       Pattern(id=249, fileCount=0, archiveFileCount=0, name=q, description=q, direction=qq, management=q, isArchive=true, dateCreation=2020-04-28T17:32:23.957028, dateDeactivation=2020-05-14T14:44:01.026626, dateActivation=2020-05-03T13:39:11.702505, lastUpdate=2020-04-28T17:32:23.957083, sourceId=1)
       ]
]
21.05.2020 16:49:39.421 [http-nio-8082-exec-6] INFO   r.i.A.a.c.SourceControllerAspect - afterReturning execution(Source ru.iac.ASGIHDTORIS.spring.controller.SourceController.getById(Long)), return= Source(id=1, name=й, longName=й, shortName=й, description=й, addDescription=й, scope=й, periodicity=й, renewalPeriod=й, type=й, tags=й, providerLink=й, dataSource=й, dateCreation=2020-04-28T15:09:16.663805, dateDeactivation=2020-05-14T14:44:00.997989, dateActivation=2020-05-14T14:45:11.969014, lastUpdate=2020-04-28T15:09:16.663950, isArchive=false)
